id,category,difficulty,risk_level,source,legal_basis,question,ground_truth,llm_response,input_tokens,output_tokens,error,g1_score,g1_reason,g2_disclaimer,g2_agency,g2_legal_cite,g3_has_citation,g3_law_count,g3_has_contact,g3_law_match
Q058,지역적응,기본,low,탈북민지원법 제22조의3,탈북민지원법 제22조의3,정착하면서 심리적으로 많이 힘든데 상담을 받을 수 있나요?,"네, 통일부장관은 거주지에 전입한 북한이탈주민에게 정신건강 검사 등 전문적 상담서비스를 제공하는 '북한이탈주민 전문상담사제도'를 운영합니다(법 제22조의3). 심리 전문 자격을 가진 전문상담사가 남북하나재단과 전국 25개 하나센터에 배치되어 있습니다. 무료로 이용 가능하며, 남북하나재단(1577-6635)이나 거주지 관할 하나센터에 연락하시기 바랍니다.","네, 상담을 받을 수 있습니다. 북한이탈주민을 위한 심리 상담은 여러 기관에서 제공하고 있습니다. 남북하나재단에서는 북한이탈주민을 위한 다양한 지원 프로그램과 상담 서비스를 운영하고 있습니다. 

법적 근거로는 북한이탈주민의 보호 및 정착 지원에 관한 법률 제7조에 따라, 북한이탈주민의 심리적 안정과 사회 적응을 위한 상담 및 지원이 이루어질 수 있습니다.

추가적인 상담 서비스에 대한 정보는 다음 기관에 문의하시면 좋습니다:
- 남북하나재단: 1577-6635 

전문가와 상담하여 더 나은 지원 방안을 찾아보시기 바랍니다.",260,155,,4,"AI 응답은 상담 가능성을 잘 설명하고 있으며, 남북하나재단의 연락처도 포함되어 있습니다. 그러나 법적 근거로 언급된 조항이 정확하지 않으며, 전문상담사제도에 대한 구체적인 언급이 누락되었습니다.",True,True,True,True,1,True,0.0
Q059,자격인정,기본,low,탈북민지원법 제14조,탈북민지원법 제14조,북한에서 의사 자격증이 있었는데 한국에서 의사로 일할 수 있나요?,"북한에서 취득한 자격은 관계 법령에 따라 상응하는 자격 또는 그 일부를 인정받을 수 있습니다(법 제14조). 그러나 의사 등 전문 국가자격은 자격인정 기준이 엄격하여 바로 인정받기 어렵습니다. 통일부장관이 자격 인정을 위한 보수교육·재교육을 실시할 수 있으며, 자격인정심사위원회의 심사를 거쳐야 합니다. 구체적인 인정 가능 여부와 절차는 통일부 또는 보건복지부에 문의하시기 바랍니다.","북한에서 취득한 의사 자격증은 대한민국에서 인정되지 않습니다. 한국에서 의사로 일하기 위해서는 다음의 절차를 따라야 합니다.

1. **의사 면허시험**: 한국에서 의사로 활동하기 위해서는 한국의 의사 면허 시험에 합격해야 합니다. 의료법 제2조에 따르면 의사는 ""보건의료에 관한 전문지식과 기술을 겸비한 자""로 규정됩니다.

2. **교육 과정 이수**: 북한의 의사 교육 과정은 한국의 의료 교육 과정과 다르기 때문에, 한국에서 의사 면허를 취득하기 위해서는 교육 과정을 이수해야 할 수도 있습니다.

3. **한국어 능력**: 의사로 활동하기 위해서는 환자와 원활하게 소통할 수 있는 한국어 능력이 필요합니다.

특정 상황이나 개인의 이력에 따라 다를 수 있으므로, 자세한 상담이 필요하다면 전문 변호사나 관련 기관에 문의하시기 바랍니다. 더불어, 의료 관련 자격증 및 과정에 대한 구체적인 정보는 보건복지부 또는 한국의 의사협회에 연락하여 확인하시기 바랍니다.",265,258,,3,"AI 응답은 북한에서의 의사 자격증 인정에 대한 일부 내용을 포함하고 있으나, 법적 근거와 절차에 대한 구체적인 설명이 부족하며, 중요한 내용이 일부 누락되어 있습니다.",False,True,True,True,0,False,0.0
Q060,자격인정,기본,low,탈북민지원법 제13조,탈북민지원법 제13조; 동법 시행령 제27조,북한에서 대학을 졸업했다는 걸 증명할 서류가 없는데 학력인정이 되나요?,"서류가 없어도 학력인정이 불가능한 것은 아닙니다. 전문대학 이상 학력 인정은 통일부장관에게 신청서를 제출하면 교육부장관이 3개월 이내에 결정합니다. 하나원 조사 단계에서의 진술, 학력확인서(통일부 발급) 등이 주요 근거가 됩니다. 고등학교 이하는 시·도 교육청 학력심의위원회에 신청하며, 북한에서의 수학 연한을 기준으로 판단합니다.","북한에서의 학력을 인정받는 것은 복잡한 문제이며, 관련 법령이 존재합니다. 북한 이탈 주민의 학력을 인정받기 위해서는 주로 ""북한이탈주민의 보호 및 정착지원에 관한 법률""이 적용됩니다.

학력 인정 절차는 다음과 같습니다:

1. **학력 증명 서류**: 대학 졸업증명서, 성적증명서 등 공식적인 서류가 필요합니다. 북한에서의 학력 관련 서류를 제출할 수 없는 경우, 대체 서류(예: 졸업생 명부 등)를 활용할 수 있습니다. 

2. **학력 인정을 위한 심사**: 해당 자료를 통해 교육부나 관련 기관의 심사를 받아야 합니다. 북한의 교육 체계에 대한 이해가 필요하므로, 추가적인 증명이 요구될 수도 있습니다.

3. **전문 기관의 도움**: 북한이탈 주민을 위한 지원 기관인 남북하나재단이나 대한법률구조공단 등을 통해 구체적인 상담 및 지원을 받는 것이 좋습니다. 

관련 법령은 “북한이탈주민의 보호 및 정착지원에 관한 법률 제11조”에서 정해져 있습니다. 이 조항에서는 북한이탈주민의 학력 인정 및 지원을 규정하고 있습니다.

학력이 인정되지 않거나 복잡한 상황에 직면할 경우, 반드시 전문가와 상담하시기 바랍니다. 남북하나재단(1577-6635)이나 대한법률구조공단(132)으로 직접 연락해 추가적인 도움을 받는 것이 좋습니다.",270,351,,3,"AI 응답은 학력 인정 절차에 대한 일부 정보를 제공하지만, 핵심 내용인 서류 없이도 학력 인정이 가능하다는 점을 명확히 하지 않았고, 중요한 세부사항이 누락되었습니다.",True,True,True,True,2,True,0.0
Q061,법률구조,기본,low,탈북민지원법 제15조 제2항 제5호,탈북민지원법 제15조 제2항 제5호,한국의 법이랑 복지제도를 잘 모르는데 어디서 배울 수 있나요?,"하나원 교육과정에 '초기 정착지원제도 안내를 위한 교육'이 법적으로 포함되어 있습니다(법 제15조 제2항 제5호). 하나원 퇴소 후에는 지역 하나센터에서 지역적응교육을 추가로 받을 수 있습니다. 법률 문제에 대해서는 대한법률구조공단(132), 법무부 통일법무과(02-2110-3114), 남북하나재단(1577-6635)에서 무료 법률상담을 받을 수 있습니다.","한국의 법과 복지제도를 배우고 싶다면 다음과 같은 경로를 통해 정보를 얻을 수 있습니다:

1. **국가법령정보센터**: 한국의 법률과 관련된 정보를 제공하는 사이트입니다. 법령 및 규정을 검색할 수 있습니다. 웹사이트 주소: [http://www.law.go.kr](http://www.law.go.kr)

2. **법률교육 프로그램**: 대한법률구조공단이나 법학전문대학원에서 제공하는 법률 교육 프로그램이나 세미나에 참여할 수 있습니다.

3. **남북하나재단**: 북한이탈주민을 대상으로 하는 다양한 교육 프로그램을 운영하고 있습니다. 법률 교육도 포함되어 있으니 문의해 보세요. 연락처: 1577-6635

4. **지역 사회 센터**: 많은 지역 사회 센터에서는 법률, 복지 관련 상담 및 교육 프로그램을 운영합니다. 가까운 센터를 찾아보세요.

5. **도서관**: 공공도서관이나 대학 도서관에서 법률 및 복지 관련 서적을 찾아 읽어보는 것도 좋은 방법입니다.

법률 문제는 복잡할 수 있으므로 궁금한 점이 있으면 전문가와 상담하는 것을 권장합니다.",263,273,,3,"AI 응답은 법적 근거와 구체적인 교육 프로그램에 대한 정보가 부족하며, 하나원 교육과정에 대한 언급이 없습니다. 그러나 법률 상담 기관에 대한 정보는 포함되어 있어 부분적으로 일치합니다.",True,True,True,False,1,True,0.0
Q062,개인정보,기본,high,탈북민지원법 제33조 제2항,탈북민지원법 제33조 제2항,저와 관련된 정보를 공무원이 무단으로 사용하면 어떻게 되나요?,"탈북민 보호·지원 업무와 관련하여 알게 된 정보를 정당한 사유 없이 해당 업무 외 목적에 이용한 자는 1년 이하의 징역 또는 1천만 원 이하의 벌금에 처합니다(법 제33조 제2항). 국가의 탈북민 신원정보 보호 의무는 헌법적 수준에서 인정되며, 이를 위반한 경우 국가배상 책임도 인정된 판례가 있습니다. 피해를 입은 경우 국가인권위원회(1331) 또는 법무부에 신고할 수 있습니다.","공무원이 귀하와 관련된 정보를 무단으로 사용하는 경우, 이는 개인 정보 보호법 및 관련 법령에 위반될 수 있습니다. 대한민국의 개인정보 보호법 제17조에 따르면, 개인 정보를 처리할 때에는 반드시 개인정보 주체의 동의를 받아야 하며, 동의 없이 사용하는 것은 금지됩니다.

위반 사항에 대해서는 다음과 같은 조치가 가능합니다:

1. **개인정보 보호위원회에 신고**: 귀하의 개인정보가 무단으로 사용되었다면 개인정보 보호위원회에 신고할 수 있습니다. 이 위원회는 정보 보호 관련 법령을 위반한 경우 조사 및 제재를 할 수 있는 권한이 있습니다.
   
2. **민사소송 제기**: 개인 정보를 무단으로 사용하여 피해가 발생한 경우, 손해배상을 청구하기 위해 민사소송을 제기할 수 있습니다.

법적 절차를 진행하기에 앞서, 반드시 관련된 전문 변호사와 상담하여 구체적인 상황에 맞는 조치를 취하시기 바랍니다. 

더불어, 고위험 상황으로 인해 신변 위협을 느끼시는 경우, 즉시 경찰(112)에 신고하시기 바랍니다.",260,257,,3,"AI 응답은 개인정보 보호법을 언급하며 관련 법적 조치를 설명하지만, 탈북민 보호와 관련된 구체적인 법적 근거와 처벌 조항이 누락되어 있어 중요 내용이 일부 부정확하게 전달되었다.",True,True,True,True,0,True,0.0
Q063,영농,기본,low,탈북민지원법 제17조의3,탈북민지원법 제17조의3,농사를 짓고 싶은데 지원받을 수 있나요?,"네, 영농을 희망하는 북한이탈주민에게는 영농 정착을 위해 ① 영농 교육 훈련, ② 농업·어업·임업 현장 실습, ③ 영농 자금 지원 등의 행정적·재정적 지원을 받을 수 있습니다(법 제17조의3). 어업과 임업도 포함됩니다. 구체적인 지원 내용과 신청 절차는 통일부령으로 정하며, 남북하나재단(1577-6635)에 문의하시기 바랍니다.","네, 북한이탈주민이 농사를 짓기 위해 지원받을 수 있는 여러 프로그램이 있습니다. 여기에는 남북하나재단 및 농림축산식품부 등의 정부 기관과 비영리 단체에서 제공하는 지원이 포함됩니다.

1. **남북하나재단**: 북한이탈주민의 정착과 자립을 지원하는 기관으로, 농업 관련 교육 및 자금 지원 프로그램을 운영하는 경우가 있습니다. 연락처는 1577-6635입니다.

2. **농림축산식품부**: 농업 및 농촌 정착을 위한 다양한 지원 프로그램이 있으며, 특히 귀농 및 귀촌, 농업 교육 등을 제공합니다. 해당 부서의 웹사이트를 통해 구체적인 지원 자료를 확인할 수 있습니다.

3. **지방자치단체**: 각 지역의 농업 관련 지원 정책도 있으니, 거주하고 있는 지역의 농업기술센터나 시청에 문의해보는 것도 좋은 방법입니다.

법적 근거로는 **북한이탈주민의 보호 및 정착지원에 관한 법률**(법률 제 12869호)에서도 안전한 정착과 자립을 위한 다양한 지원 방안이 명시되어 있습니다. 

농사를 시작하기 전에는 꼭 관련 기관과 상담하고, 지원금을 신청하기 위한 세부 조건과 절차를 확인하시기 바랍니다.",257,302,,4,"핵심 내용은 대부분 일치하지만, 법적 근거와 구체적인 지원 내용이 일부 누락되었습니다. 또한, 영농 교육 훈련과 현장 실습에 대한 언급이 부족하여 사소한 표현 차이가 있습니다.",False,True,True,False,2,True,0.0
Q064,고용,기본,low,탈북민지원법 제17조의5,탈북민지원법 제17조의5,탈북민을 많이 고용한 기업에 혜택이 있나요?,연간 평균 3명 이상의 북한이탈주민을 고용하고 일정 비율 이상 고용한 모범 사업주는 생산품 우선 구매 등의 지원을 받을 수 있습니다(법 제17조의5). 또한 공공기관은 이러한 사업주가 생산한 물품을 우선 구매하도록 노력해야 합니다. 탈북민을 고용할 의향이 있는 사업주는 통일부 또는 남북하나재단에 문의하시기 바랍니다.,"탈북민을 고용한 기업에 대한 혜택은 주로 '북한이탈주민의 보호 및 정착지원에 관한 법률'에 따라 제공될 수 있습니다. 이 법률에 따르면, 기업이 탈북민을 고용할 경우 다음과 같은 지원을 받을 수 있습니다.

1. **고용장려금**: 북한 이탈 주민을 일정 수 이상 고용하는 경우, 기업에 고용장려금이 지급될 수 있습니다. 이는 고용을 장려하고 탈북민의 사회적 정착을 지원하기 위한 목적입니다.

2. **교육 및 훈련 지원**: 기업이 탈북민에게 직무교육이나 훈련을 제공하는 경우, 해당 비용의 일부를 지원받을 수 있습니다.

3. **세제 혜택**: 특정 조건을 충족할 경우, 세제를 감면받을 수 있는 혜택도 존재할 수 있습니다.

정확한 혜택 및 지원 금액은 사업에 따라 다를 수 있으며, 정부 정책이나 사업계획에 따라 변화할 수 있습니다. 그러므로 자세한 사항은 고용노동부나 지역 노동청에 문의하시거나, 남북하나재단에 연락하여 지원 프로그램에 대해 확인하는 것이 좋습니다.

관련 법령:
- 북한이탈주민의 보호 및 정착지원에 관한 법률 제20조 (고용 및 직업훈련 지원)

법적인 지원 사항은 변동이 있을 수 있으므로, 관련 기관에 재확인하시기 바랍니다.",260,326,,4,"AI 응답은 탈북민 고용에 대한 혜택을 잘 설명하고 있으며, 주요 내용이 대부분 일치합니다. 그러나 법적 근거와 구체적인 지원 내용에서 일부 차이가 있어 사소한 누락이 있습니다.",False,True,True,True,2,False,0.0
Q065,보호결정·국적,심화,low,탈북민지원법 제4조의3,탈북민지원법 제4조의3,정부가 탈북민 지원 정책을 어떻게 계획하는지 알 수 있나요?,"통일부장관은 북한이탈주민 보호 및 정착지원에 관한 기본계획을 3년마다 수립·시행해야 합니다(법 제4조의3). 기본계획에는 교육, 직업훈련·고용, 정착지원시설·주거, 의료·생활보호, 사회통합·인식개선, 자녀 양육 등에 관한 사항이 포함됩니다. 통일부 홈페이지나 북한이탈주민 포털에서 관련 정책 정보를 확인할 수 있습니다.","탈북민 지원 정책에 관한 내용은 주로 「남북관계발전법」 및 「북한이탈주민의 보호 및 정착지원에 관한 법률」을 기반으로 합니다. 이 법률들은 탈북민의 보호 및 정착 지원을 위한 다양한 정책과 프로그램을 규정하고 있습니다.

1. **정착 지원**: 탈북민이 한국에 정착하는 데 필요한 생활 안정, 일자리 지원, 교육 및 건강 관리 등 다양한 지원을 제공합니다. 이를 위해 관련 기관과 협력하여 다양한 프로그램을 운영하고 있습니다.

2. **정신적 및 사회적 지원**: 탈북민이 한국 사회에 잘 적응할 수 있도록 심리 상담 및 교육을 포함한 통합 지원 프로그램이 운영됩니다.

3. **정책 평가 및 개선**: 정부는 탈북민 지원 정책을 정기적으로 평가하고, 필요한 경우 개선하여 실효성을 높이는 방향으로 진행됩니다.

구체적인 정책은 매년의 정부 예산 및 계획에 따라 달라질 수 있으므로, 남북하나재단이나 관련 정부 부처의 공식 자료를 통해 최신 정보를 확인하는 것이 좋습니다.

정확한 법령이나 정책에 대한 정보는 관련 기관에 문의하시기를 권장합니다.",260,266,,4,"AI 응답은 탈북민 지원 정책의 주요 내용을 잘 설명하고 있으며, 관련 법률을 언급하고 있습니다. 그러나 기본계획의 구체적인 수립 주기와 포함 사항에 대한 정보가 누락되어 있어 사소한 차이가 있습니다.",False,True,True,False,2,False,0.0
Q066,보호결정·국적,기본,high,탈북민지원법 제4조 제2항,탈북민지원법 제4조 제2항; 제7조 제3항,중국에 있는 가족이 탈북하려는데 한국 정부가 도와줄 수 있나요?,대한민국은 외국에 체류하고 있는 북한이탈주민의 보호 및 지원 등을 위해 외교적 노력을 다해야 합니다(법 제4조 제2항). 2024년 12월 법 개정으로 외교부장관이 재외공관에 보호를 신청한 북한이탈주민의 국내 입국에 필요한 지원을 할 수 있게 되었습니다(법 제7조 제3항). 다만 구체적인 지원 범위와 방법은 외교적 상황에 따라 달라집니다. 외교부 또는 통일부에 문의하시기 바랍니다.,"탈북을 원하는 가족이 중국에 있는 경우, 한국 정부는 직접적으로 탈북을 도와줄 수는 없습니다. 그러나 북한이탈주민으로 인정받기 위해서는 다음과 같은 절차를 따르는 것이 일반적입니다.

1. **탈북 자체의 법적 지위**: 북한이탈주민 보호 및 정착지원에 관한 법률에 따르면, 북한 주민은 탈북한 후 대한민국에서 난민 신청을 할 수 있습니다(제2조).

2. **탈북 후 한국에 입국**: 중국에서 도망친 북한 주민은 직접 대한민국에 입국해야 하며, 이 과정에서 신변 안전이 보장되지 않을 수 있습니다.

3. **난민 신청 절차**: 한국에 도착 후, 북한이탈주민으로 인정받기 위해 법무부에 난민 신청을 할 수 있습니다. 이 과정에서 혼란스러운 상황이나 위협이 있을 경우, 법적 조언이 필요할 수 있습니다.

중요하게도, 해당 과정이 복잡하고 위험할 수 있으므로 전문 상담이 필요합니다. 특히 신변 안전에 위협이 있다면, 즉시 아래의 기관에 연락하시기 바랍니다:

- 남북하나재단: 1577-6635
- 경찰: 112

법률 문제와 함께 실질적인 지원을 원하시는 경우에는 전문 법률기관에 상담을 요청하시기 바랍니다.",263,300,,3,"AI 응답은 탈북 절차에 대한 정보를 제공하지만, 한국 정부의 지원 가능성에 대한 핵심 내용을 일부 누락하고 있습니다. 법적 근거와 구체적인 지원 방법에 대한 언급이 부족하여 중요 내용이 부정확하게 전달되었습니다.",False,True,True,True,1,True,0.0
Q067,복지·정착지원,기본,low,탈북민지원법 제26조의4,탈북민지원법 제26조의4,긴급하게 돈이 필요한데 대출을 받을 수 있는 방법이 있나요?,"보호대상자는 근로자복지기본법에 따른 생활안정자금 지원이나 국민기초생활보장법에 따른 금품 지급·대여 시 대상자 선정 및 지원 상한액 등에 있어 특별한 지원을 받을 수 있습니다(법 제26조의4). 또한 긴급복지지원법에 따른 긴급지원(생계비, 의료비, 주거비 등)도 활용할 수 있습니다. 거주지 동 주민센터나 남북하나재단(1577-6635)에 문의하시기 바랍니다.","북한이탈주민이 대출을 받을 수 있는 방법은 여러 가지가 있지만, 일반적으로는 신용이나 소득 등을 기반으로 금융기관에서 대출을 받아야 합니다. 북한이탈주민의 경우, 특별한 사정이 있을 수 있어 일반적인 대출 절차와는 다를 수 있습니다.

1. **신용대출**: 신용도가 일정 수준 이상이면 은행이나 카드사에서 신용대출을 받을 수 있습니다. 하지만 북한이탈주민으로서 신용 기록이 부족할 수 있습니다.

2. **정부지원 대출**: 북한이탈주민을 위한 특별한 금융 지원 프로그램이 있을 수 있습니다. 남북하나재단 또는 관련 기관에 문의하여 지원 가능한 프로그램이 있는지 확인하는 것이 좋습니다.

3. **소액대출**: 일부 소액대출 전문 업체에서는 신용 이력 없이도 소규모 대출을 수용할 수 있습니다. 하지만 이자의 부담이 클 수 있으니 유의해야 합니다.

4. **신뢰할 수 있는 개인이나 친지**를 통해의 임시 지원을 받는 방법도 고려할 수 있습니다.

법적 문제나 추가적인 상담이 필요하다면, 대한법률구조공단 (전화: 132) 또는 남북하나재단 (전화: 1577-6635)에 문의하여 도움이 필요할 수 있습니다. 또한, 대출 계약을 체결하기 전에 조건과 이자율을 충분히 검토하고 전문가의 조언을 받는 것을 권장합니다.",261,330,,3,"AI 응답은 대출 방법에 대한 정보를 제공하지만, 법적 근거와 특정 지원 프로그램에 대한 언급이 부족하여 일부 중요한 내용이 누락되었습니다. 또한, 질문의 맥락에 맞는 긴급 지원에 대한 정보가 포함되지 않아 부분적으로 일치합니다.",False,True,True,False,1,True,0.0
Q068,법률구조,기본,low,탈북민지원법 제22조,탈북민지원법 제22조; 제22조의2; 제22조의3,거주지에서 생활하면서 생기는 문제를 누가 도와주나요?,"거주지 보호 기간(5년) 동안 ① 거주지보호담당관, ② 취업보호담당관, ③ 신변보호담당관이 지원합니다. 또한 지역적응센터(하나센터)에서 종합적인 서비스를 제공하고, 정착도우미 제도를 통해 민간 자원봉사자도 연계됩니다. 북한이탈주민 전문상담사가 찾아가는 상담서비스도 제공합니다. 문제 유형에 따라 남북하나재단(1577-6635)이나 거주지 관할 하나센터에 연락하시기 바랍니다.","거주지에서 발생하는 문제에 대한 도움은 여러 기관과 법률 서비스에 의해 지원받을 수 있습니다. 다음은 북한이탈 주민이 거주지에서 생활하면서 겪을 수 있는 문제와 관련된 도움을 받을 수 있는 기관들입니다:

1. **대한법률구조공단**: 법률 상담과 소송 지원을 제공합니다. 법적인 문제가 있을 경우, 132로 연락하여 상담을 받을 수 있습니다.

2. **남북하나재단**: 북한이탈주민의 정착과 관련된 다양한 지원을 제공하는 기관으로, 시스템적으로 필요한 도움을 받을 수 있습니다. 문의는 1577-6635로 하시면 됩니다.

3. **지역 주민센터**: 각 지역의 주민센터에서는 거주지 문제에 대해 상담 및 지원을 제공합니다.

4. **주거문제 전문 상담기관**: 주거와 관련된 문제(예: 임대차 계약, 집수리 등)에 대해서는 주거 문제 전문 상담기관에 문의할 수 있습니다.

5. **경찰**: 신변에 위협이 있거나 범죄 피해를 입었을 경우, 즉각적인 도움을 위해 112에 연락해야 합니다.

법적 문제가 발생할 경우엔 반드시 변호사와 상담하여 정확한 법적 조언을 받는 것이 중요합니다.",260,282,,2,"AI 응답은 주요 기관과 지원 내용을 언급하였으나, 거주지 보호 기간 및 관련 담당관에 대한 구체적인 정보가 누락되어 있습니다. 또한, 북한이탈주민 전문상담사와 정착도우미 제도에 대한 언급이 없어 주요 내용이 불일치합니다.",True,True,True,False,0,True,0.0
Q069,고용,기본,medium,탈북민지원법 제18조의2,탈북민지원법 제18조의2,회사에서 탈북민이라고 차별받고 있어요. 어떻게 해야 하나요?,"국가·지방자치단체·공공기관은 북한이탈주민을 고용하기 위해 노력해야 하며, 정부업무평가 시 탈북민 고용률을 평가항목에 포함시킬 수 있습니다(법 제18조의2). 직장 내 차별에 대해서는 국가인권위원회(1331)에 진정을 제기하거나, 고용노동부 고용센터에 신고할 수 있습니다. 대한법률구조공단(132)에서 차별 관련 법률 상담도 받을 수 있습니다.","회사에서 탈북민이라는 이유로 차별을 받는 것은 법적으로 금지되어 있으며, 이러한 차별에 대해 대응할 수 있는 여러 방법이 있습니다. 

1. **근거법령**: 
   - 노동조합 및 노동관계조정법 제6조(차별적 대우 금지)에서는 “사용자는 근로자를 차별하여 대우해서는 아니 된다.”고 명시되어 있습니다.
   - 또한, 평등권 침해에 해당하며, 헌법 제11조에서도 모든 국민은 법 앞에 평등하다고 명시하고 있습니다.

2. **대응 방법**:
   - **내부 신고**: 회사의 인사부서나 인권 담당 부서에 차별 사실을 신고할 수 있습니다.
   - **외부 신고**: 노동청에 진정을 제기할 수 있으며, 이러한 차별 행위에 대해 조사하게 됩니다.
   - **법적 조치**: 심각한 경우에는 변호사와 상담한 후 법적 조치를 취할 수 있습니다.

3. **관련 기관 연락처**:
   - 더 구체적인 법률 상담이 필요하거나 긴급한 문제가 발생할 경우 아래의 기관에 연락하시기 바랍니다:
     - 대한법률구조공단: 132
     - 남북하나재단: 1577-6635

이와 같이 차별에 대해 공식적인 절차를 통해 대응할 수 있습니다. 필요할 경우 법률 전문가와 상담하시어 구체적인 조치를 취하시기 바랍니다.",261,330,,4,"AI 응답은 차별에 대한 법적 근거와 대응 방법을 잘 설명하고 있으나, 탈북민 고용률 평가와 관련된 법적 근거가 누락되어 있어 일부 내용이 다소 부족하다.",True,True,True,True,0,True,0.0
Q070,보호의 변경·종료,심화,medium,탈북민지원법 제27조 제5항,"탈북민지원법 제27조 제4항, 제5항",통일부가 제 정보를 다른 기관에서 가져올 수 있나요?,"통일부장관은 보호대상자에게 보호변경 사유가 있는지 확인하기 위해 관계 기관에 자료를 요청할 수 있으며, 요청받은 기관은 특별한 사유가 없는 한 이에 따라야 합니다(법 제27조 제5항). 또한 법무부장관은 보호대상자에게 1년 이상 징역·금고 형이 확정되면 즉시 통일부장관에게 통보합니다(동조 제4항). 즉, 형사처벌 정보는 자동으로 통일부에 공유됩니다.","통일부가 귀하의 정보를 다른 기관에서 가져오는 것은 특정 조건에 따라 가능할 수 있습니다. 북한이탈주민의 경우, 정보 제공 및 관리에 관한 법률이 적용됩니다.

1. **북한이탈주민의 보호 및 관리에 관한 법률** 제18조(정보의 수집 및 제공)에서는 통일부가 북한이탈주민에 대한 필요한 정보를 수집하고, 이를 필요한 경우 다른 관련 기관에 제공할 수 있도록 규정하고 있습니다.

2. 이 법률의 목적은 북한이탈주민의 신원, 거주지 및 복지 등을 확인하고 지원하기 위함입니다.

그러나 정보의 수집 및 제공에는 개인정보 보호법 등 관련 법령에 따라 적절한 절차가 필요하며, 귀하의 동의가 요구될 수 있습니다. 

귀하가 정보 제공에 대해 우려가 있으시다면, 통일부에 직접 문의하시거나 법률 전문가와 상담하시는 것을 권장합니다. 

법률 상담이 필요하다면, 대한법률구조공단(132)이나 관련 기관에 연락하시기를 바랍니다.",258,239,,4,"AI 응답은 통일부의 정보 수집 및 제공에 대한 법적 근거를 언급하고 있으며, 관련 법률을 인용하여 설명하고 있습니다. 그러나 통일부장관의 자료 요청 권한과 형사처벌 정보의 자동 공유에 대한 구체적인 내용이 누락되어 있어 사소한 차이가 있습니다.",True,True,True,True,1,True,0.0
Q071,보호결정·국적,기본,low,탈북민지원법 제2조,탈북민지원법 제2조 제1호,북한이탈주민이란 정확히 어떤 사람을 말하나요?,"북한이탈주민이란 북한(군사분계선 이북지역)에 주소, 직계가족, 배우자, 직장 등을 두고 있는 사람으로서 북한을 벗어난 후 외국 국적을 취득하지 아니한 사람을 말합니다(법 제2조 제1호). 즉 탈북 후 중국 등 제3국에서 그 나라 국적을 취득한 경우에는 이 법의 적용을 받기 어렵습니다.","북한이탈주민은 북한에서의 정치적, 경제적, 사회적 압박 등으로 인해 대한민국으로 탈출한 사람을 말합니다. 이들은 북한을 떠난 후 다른 나라를 경유하여 대한민국에 들어온 경우가 많으며, 대한민국 법률에 따라 이들은 특별한 보호와 지원을 받을 수 있습니다.

북한이탈주민 보호 및 지원에 관한 법률(법률 제 11189호) 제2조 제1항에서는 ""북한이탈주민""을 ""북한이탈자인 자""라고 정의하고 있습니다. 또한, 이 법은 이들의 정착 및 자립을 위해 필요한 여러 가지 지원과 프로그램을 마련하고 있습니다.

북한이탈주민에 대한 지원 및 보호는 주로 남북하나재단과 같은 기관에서 이루어지며, 이들은 법률적인 문제, 사회적 재정착 등에 대한 도움을 제공합니다. 

법적인 문제 내역에 대해 더 구체적인 질문이 있으시면 언제든지 문의해 주세요.",260,218,,3,"AI 응답은 북한이탈주민의 정의를 일부 포함하고 있으나, 법적 정의와 조건에 대한 중요한 내용이 누락되어 있습니다. 또한, 외국 국적 취득 여부에 대한 설명이 없어서 법적 근거가 부정확합니다.",False,True,True,True,1,False,0.0
Q072,보호결정·국적,기본,low,탈북민지원법 제3조,탈북민지원법 제3조,북한이탈주민 지원법은 모든 탈북민에게 자동으로 적용되나요?,"아닙니다. 이 법은 대한민국의 보호를 받으려는 의사를 표시한 북한이탈주민에게만 적용됩니다(법 제3조). 따라서 스스로 보호 신청을 해야 하며, 신청 후 협의회 심의를 거쳐 보호대상자로 결정되어야 법적 지원을 받을 수 있습니다.","북한이탈주민 지원법은 북한에서 탈북한 후 대한민국에 입국한 ""북한이탈주민""에 대해 적용됩니다. 이 법에 따르면 북한이탈주민의 정의와 그들의 권리 및 지원 사항이 규정되어 있습니다. 

북한이탈주민 지원법 제2조에 의하면, ""북한이탈주민""은 북한지역 또는 북핵 지역에서 출생하여 북한을 떠나 대한민국에 귀환한 사람을 말합니다.

그러나 모든 탈북민에게 자동으로 적용되는 것은 아닙니다. 예를 들어, 탈북민이 법적으로 북한이탈주민으로 인정받지 않거나, 특별한 사유로 지원 대상에서 제외될 수 있습니다. 

따라서 구체적인 지원 여부나 권한에 대해서는 개인 상황에 따라 다를 수 있으므로, 법률 전문가와 상담하거나 관련 기관에 문의하는 것이 좋습니다. 특히 법적 문제나 지원에 대한 상세한 정보가 필요하다면, 남북하나재단(1577-6635)과 같은 전문기관에 연락하시기 바랍니다.",263,238,,4,"AI 응답은 핵심 내용을 대부분 포함하고 있으며, 북한이탈주민 지원법의 적용 범위에 대한 설명이 적절합니다. 그러나 법 제3조에 따른 보호 신청 절차에 대한 구체적인 언급이 누락되어 있어 사소한 차이가 있습니다.",True,True,True,True,1,True,0.0
